video_id,video_timestamp,video_duration,video_locationcreated,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified,poi_name,poi_address,poi_city
7413849224246332703,2024-09-12T16:01:39,51,US,1373,13,43,24300,My go to skincare product for when I need to rebalance and revitalize my skin is my Aveeno Daily Moisturizing Cream 💕 It helps to instantly strengthen my skin’s moisture barrier from head to toe! 🥰@Aveeno_US @Aveeno Canada #Aveeno #AveenoPartner #ThePowerOfOat ,False,,avani,avani,,,,,,True,,,
7413817376141020447,2024-09-12T13:58:01,14,US,2273,14,65,22600,,False,,avani,avani,,,,,,True,,,
7411987872074468639,2024-09-07T15:38:40,12,US,129300,629,450,921100,"thank you, next.",False,,avani,avani,,,,,,True,,,
7411333104700280094,2024-09-05T21:17:45,16,US,13400,58,100,449500,new nails and i put them on in the car because THEY PRESS ONSSSS 😋 also my mom made them :) ( @ nailsxanisha on instagram),False,,avani,avani,,,,,,True,,,
7410848800794823966,2024-09-04T13:58:25,8,US,15100,74,66,456400,🤓,False,,avani,avani,,,,,,True,,,
7410622504437386526,2024-09-03T23:20:21,13,US,13600,54,50,418800,vegas GOODNIGHT,False,,avani,avani,,,,,,True,,,
7410510139851083038,2024-09-03T16:04:12,11,US,8833,43,88,358800,bye vegas ,False,,avani,avani,,,,,,True,,,
7409005277292268830,2024-08-30T14:44:44,9,US,14900,64,134,680300,,False,,avani,avani,,,,,,True,,,
7408203221992230174,2024-08-28T10:52:16,33,US,8076,134,210,703800,HEYDUDE! HEYDUDE! HEYDUDE! Loving my new @HeyDude x Beetlejuice collab shoes! #HEYDUDEPartner,False,,avani,avani,,,,,,True,,,
7407965619565464862,2024-08-27T19:30:18,9,US,23900,126,79,832200,noah i cant do this today 🙂‍↕️🙂‍↕️,False,,avani,avani,,,,,,True,,,
7407962743506029854,2024-08-27T19:19:08,14,US,33400,385,117,768300,🥱🥱🥱,False,,avani,avani,,,,,,True,,,
7407249644125818143,2024-08-25T21:11:58,15,US,735900,6995,1522,6800000,anyways,False,,avani,avani,,,,,,True,,,
7407228072606321951,2024-08-25T19:48:13,11,US,53700,428,198,1000000,i just be postin,False,,avani,avani,,,,,,True,,,
7407197837433261342,2024-08-25T17:50:50,15,US,99400,2139,455,1300000,oh how i love this dance 😭 DANCE CREDITS: @erica  !!!,False,,avani,avani,,,,,,True,,,
7407196370253155615,2024-08-25T17:45:11,15,US,13000,102,101,587000,erm this pencil is taller than me 😀✏️🍎🤓,False,,avani,avani,,,,,,True,,,
7413849224246332703,2024-09-12T16:01:39,51,US,1595,15,49,32400,My go to skincare product for when I need to rebalance and revitalize my skin is my Aveeno Daily Moisturizing Cream 💕 It helps to instantly strengthen my skin’s moisture barrier from head to toe! 🥰@Aveeno_US @Aveeno Canada #Aveeno #AveenoPartner #ThePowerOfOat ,False,,avani,avani,,,,,,True,,,
7413817376141020447,2024-09-12T13:58:01,14,US,2468,16,74,27100,,False,,avani,avani,,,,,,True,,,
7411987872074468639,2024-09-07T15:38:40,12,US,130100,630,454,930200,"thank you, next.",False,,avani,avani,,,,,,True,,,
7411333104700280094,2024-09-05T21:17:45,16,US,13500,58,100,452600,new nails and i put them on in the car because THEY PRESS ONSSSS 😋 also my mom made them :) ( @ nailsxanisha on instagram),False,,avani,avani,,,,,,True,,,
7410848800794823966,2024-09-04T13:58:25,8,US,15200,74,66,459800,🤓,False,,avani,avani,,,,,,True,,,
7410622504437386526,2024-09-03T23:20:21,13,US,13700,54,50,421600,vegas GOODNIGHT,False,,avani,avani,,,,,,True,,,
7410510139851083038,2024-09-03T16:04:12,11,US,8871,43,88,361000,bye vegas ,False,,avani,avani,,,,,,True,,,
7409005277292268830,2024-08-30T14:44:44,9,US,14900,64,134,682000,,False,,avani,avani,,,,,,True,,,
7408203221992230174,2024-08-28T10:52:16,33,US,8083,134,210,705200,HEYDUDE! HEYDUDE! HEYDUDE! Loving my new @HeyDude x Beetlejuice collab shoes! #HEYDUDEPartner,False,,avani,avani,,,,,,True,,,
7407965619565464862,2024-08-27T19:30:18,9,US,24000,126,79,833600,noah i cant do this today 🙂‍↕️🙂‍↕️,False,,avani,avani,,,,,,True,,,
7407962743506029854,2024-08-27T19:19:08,14,US,33400,387,117,769700,🥱🥱🥱,False,,avani,avani,,,,,,True,,,
7407249644125818143,2024-08-25T21:11:58,15,US,736400,6997,1522,6800000,anyways,False,,avani,avani,,,,,,True,,,
7407228072606321951,2024-08-25T19:48:13,11,US,53800,430,198,1000000,i just be postin,False,,avani,avani,,,,,,True,,,
7407197837433261342,2024-08-25T17:50:50,15,US,99400,2141,455,1300000,oh how i love this dance 😭 DANCE CREDITS: @erica  !!!,False,,avani,avani,,,,,,True,,,
7407196370253155615,2024-08-25T17:45:11,15,US,13000,102,101,587600,erm this pencil is taller than me 😀✏️🍎🤓,False,,avani,avani,,,,,,True,,,
7413849224246332703,2024-09-12T16:01:39,51,US,1616,15,49,33900,My go to skincare product for when I need to rebalance and revitalize my skin is my Aveeno Daily Moisturizing Cream 💕 It helps to instantly strengthen my skin’s moisture barrier from head to toe! 🥰@Aveeno_US @Aveeno Canada #Aveeno #AveenoPartner #ThePowerOfOat ,False,,avani,avani,,,,,,True,,,
7413817376141020447,2024-09-12T13:58:01,14,US,2489,16,74,27900,,False,,avani,avani,,,,,,True,,,
7411987872074468639,2024-09-07T15:38:40,12,US,130200,631,454,931400,"thank you, next.",False,,avani,avani,,,,,,True,,,
7411333104700280094,2024-09-05T21:17:45,16,US,13500,58,100,453200,new nails and i put them on in the car because THEY PRESS ONSSSS 😋 also my mom made them :) ( @ nailsxanisha on instagram),False,,avani,avani,,,,,,True,,,
7410848800794823966,2024-09-04T13:58:25,8,US,15200,74,66,459800,🤓,False,,avani,avani,,,,,,True,,,
7410622504437386526,2024-09-03T23:20:21,13,US,13700,54,50,421600,vegas GOODNIGHT,False,,avani,avani,,,,,,True,,,
7410510139851083038,2024-09-03T16:04:12,11,US,8871,43,88,361000,bye vegas ,False,,avani,avani,,,,,,True,,,
7409005277292268830,2024-08-30T14:44:44,9,US,14900,64,134,682000,,False,,avani,avani,,,,,,True,,,
7408203221992230174,2024-08-28T10:52:16,33,US,8083,134,210,705200,HEYDUDE! HEYDUDE! HEYDUDE! Loving my new @HeyDude x Beetlejuice collab shoes! #HEYDUDEPartner,False,,avani,avani,,,,,,True,,,
7407965619565464862,2024-08-27T19:30:18,9,US,24000,126,79,833600,noah i cant do this today 🙂‍↕️🙂‍↕️,False,,avani,avani,,,,,,True,,,
7407962743506029854,2024-08-27T19:19:08,14,US,33400,387,117,769700,🥱🥱🥱,False,,avani,avani,,,,,,True,,,
7407249644125818143,2024-08-25T21:11:58,15,US,736400,6997,1522,6800000,anyways,False,,avani,avani,,,,,,True,,,
7407228072606321951,2024-08-25T19:48:13,11,US,53800,430,198,1000000,i just be postin,False,,avani,avani,,,,,,True,,,
7407197837433261342,2024-08-25T17:50:50,15,US,99400,2141,455,1300000,oh how i love this dance 😭 DANCE CREDITS: @erica  !!!,False,,avani,avani,,,,,,True,,,
7407196370253155615,2024-08-25T17:45:11,15,US,13000,102,101,587600,erm this pencil is taller than me 😀✏️🍎🤓,False,,avani,avani,,,,,,True,,,
7413849224246332703,2024-09-12T16:01:39,51,US,1872,19,53,46300,My go to skincare product for when I need to rebalance and revitalize my skin is my Aveeno Daily Moisturizing Cream 💕 It helps to instantly strengthen my skin’s moisture barrier from head to toe! 🥰@Aveeno_US @Aveeno Canada #Aveeno #AveenoPartner #ThePowerOfOat ,False,,avani,avani,,,,,,True,,,
7413817376141020447,2024-09-12T13:58:01,14,US,2661,18,75,34300,,False,,avani,avani,,,,,,True,,,
7411987872074468639,2024-09-07T15:38:40,12,US,130800,634,454,940400,"thank you, next.",False,,avani,avani,,,,,,True,,,
7411333104700280094,2024-09-05T21:17:45,16,US,13600,58,100,457800,new nails and i put them on in the car because THEY PRESS ONSSSS 😋 also my mom made them :) ( @ nailsxanisha on instagram),False,,avani,avani,,,,,,True,,,
7410848800794823966,2024-09-04T13:58:25,8,US,15300,74,66,463900,🤓,False,,avani,avani,,,,,,True,,,
7410622504437386526,2024-09-03T23:20:21,13,US,13700,54,50,425100,vegas GOODNIGHT,False,,avani,avani,,,,,,True,,,
7410510139851083038,2024-09-03T16:04:12,11,US,8913,43,88,363800,bye vegas ,False,,avani,avani,,,,,,True,,,
7409005277292268830,2024-08-30T14:44:44,9,US,14900,64,134,684200,,False,,avani,avani,,,,,,True,,,
7408203221992230174,2024-08-28T10:52:16,33,US,8097,134,210,707100,HEYDUDE! HEYDUDE! HEYDUDE! Loving my new @HeyDude x Beetlejuice collab shoes! #HEYDUDEPartner,False,,avani,avani,,,,,,True,,,
7407965619565464862,2024-08-27T19:30:18,9,US,24000,126,79,835300,noah i cant do this today 🙂‍↕️🙂‍↕️,False,,avani,avani,,,,,,True,,,
7407962743506029854,2024-08-27T19:19:08,14,US,33500,388,117,771300,🥱🥱🥱,False,,avani,avani,,,,,,True,,,
7407249644125818143,2024-08-25T21:11:58,15,US,737300,7000,1522,6800000,anyways,False,,avani,avani,,,,,,True,,,
7407228072606321951,2024-08-25T19:48:13,11,US,53800,430,198,1000000,i just be postin,False,,avani,avani,,,,,,True,,,
7407197837433261342,2024-08-25T17:50:50,15,US,99500,2141,456,1300000,oh how i love this dance 😭 DANCE CREDITS: @erica  !!!,False,,avani,avani,,,,,,True,,,
7407196370253155615,2024-08-25T17:45:11,15,US,13000,102,101,588300,erm this pencil is taller than me 😀✏️🍎🤓,False,,avani,avani,,,,,,True,,,
7413849224246332703,2024-09-12T16:01:39,51,US,1873,19,53,46300,My go to skincare product for when I need to rebalance and revitalize my skin is my Aveeno Daily Moisturizing Cream 💕 It helps to instantly strengthen my skin’s moisture barrier from head to toe! 🥰@Aveeno_US @Aveeno Canada #Aveeno #AveenoPartner #ThePowerOfOat ,False,,avani,avani,,,,,,True,,,
7413817376141020447,2024-09-12T13:58:01,14,US,2662,18,75,34300,,False,,avani,avani,,,,,,True,,,
7411987872074468639,2024-09-07T15:38:40,12,US,130800,634,454,940900,"thank you, next.",False,,avani,avani,,,,,,True,,,
7411333104700280094,2024-09-05T21:17:45,16,US,13600,58,100,458100,new nails and i put them on in the car because THEY PRESS ONSSSS 😋 also my mom made them :) ( @ nailsxanisha on instagram),False,,avani,avani,,,,,,True,,,
7410848800794823966,2024-09-04T13:58:25,8,US,15300,74,66,464100,🤓,False,,avani,avani,,,,,,True,,,
7410622504437386526,2024-09-03T23:20:21,13,US,13700,54,50,425300,vegas GOODNIGHT,False,,avani,avani,,,,,,True,,,
7410510139851083038,2024-09-03T16:04:12,11,US,8914,43,88,364000,bye vegas ,False,,avani,avani,,,,,,True,,,
7409005277292268830,2024-08-30T14:44:44,9,US,14900,64,134,684300,,False,,avani,avani,,,,,,True,,,
7408203221992230174,2024-08-28T10:52:16,33,US,8097,134,210,707200,HEYDUDE! HEYDUDE! HEYDUDE! Loving my new @HeyDude x Beetlejuice collab shoes! #HEYDUDEPartner,False,,avani,avani,,,,,,True,,,
7407965619565464862,2024-08-27T19:30:18,9,US,24000,126,79,835400,noah i cant do this today 🙂‍↕️🙂‍↕️,False,,avani,avani,,,,,,True,,,
7407962743506029854,2024-08-27T19:19:08,14,US,33500,388,117,771500,🥱🥱🥱,False,,avani,avani,,,,,,True,,,
7407249644125818143,2024-08-25T21:11:58,15,US,737300,7000,1522,6800000,anyways,False,,avani,avani,,,,,,True,,,
7407228072606321951,2024-08-25T19:48:13,11,US,53800,430,198,1000000,i just be postin,False,,avani,avani,,,,,,True,,,
7407197837433261342,2024-08-25T17:50:50,15,US,99500,2141,456,1300000,oh how i love this dance 😭 DANCE CREDITS: @erica  !!!,False,,avani,avani,,,,,,True,,,
7407196370253155615,2024-08-25T17:45:11,15,US,13000,102,101,588400,erm this pencil is taller than me 😀✏️🍎🤓,False,,avani,avani,,,,,,True,,,
7413849224246332703,2024-09-12T16:01:39,51,US,2082,21,56,57100,My go to skincare product for when I need to rebalance and revitalize my skin is my Aveeno Daily Moisturizing Cream 💕 It helps to instantly strengthen my skin’s moisture barrier from head to toe! 🥰@Aveeno_US @Aveeno Canada #Aveeno #AveenoPartner #ThePowerOfOat ,False,,avani,avani,,,,,,True,,,
7413817376141020447,2024-09-12T13:58:01,14,US,2826,21,76,39900,,False,,avani,avani,,,,,,True,,,
7411987872074468639,2024-09-07T15:38:40,12,US,131300,635,454,948400,"thank you, next.",False,,avani,avani,,,,,,True,,,
7411333104700280094,2024-09-05T21:17:45,16,US,13700,58,101,461800,new nails and i put them on in the car because THEY PRESS ONSSSS 😋 also my mom made them :) ( @ nailsxanisha on instagram),False,,avani,avani,,,,,,True,,,
7410848800794823966,2024-09-04T13:58:25,8,US,15300,75,66,467200,🤓,False,,avani,avani,,,,,,True,,,
7410622504437386526,2024-09-03T23:20:21,13,US,13800,54,50,428000,vegas GOODNIGHT,False,,avani,avani,,,,,,True,,,
7410510139851083038,2024-09-03T16:04:12,11,US,8943,43,88,366200,bye vegas ,False,,avani,avani,,,,,,True,,,
7409005277292268830,2024-08-30T14:44:44,9,US,15000,64,134,686100,,False,,avani,avani,,,,,,True,,,
7408203221992230174,2024-08-28T10:52:16,33,US,8109,134,209,708800,HEYDUDE! HEYDUDE! HEYDUDE! Loving my new @HeyDude x Beetlejuice collab shoes! #HEYDUDEPartner,False,,avani,avani,,,,,,True,,,
7407965619565464862,2024-08-27T19:30:18,9,US,24000,126,79,837100,noah i cant do this today 🙂‍↕️🙂‍↕️,False,,avani,avani,,,,,,True,,,
7407962743506029854,2024-08-27T19:19:08,14,US,33500,389,117,772800,🥱🥱🥱,False,,avani,avani,,,,,,True,,,
7407249644125818143,2024-08-25T21:11:58,15,US,738100,7003,1522,6800000,anyways,False,,avani,avani,,,,,,True,,,
7407228072606321951,2024-08-25T19:48:13,11,US,53900,436,200,1000000,i just be postin,False,,avani,avani,,,,,,True,,,
7407197837433261342,2024-08-25T17:50:50,15,US,99500,2141,456,1300000,oh how i love this dance 😭 DANCE CREDITS: @erica  !!!,False,,avani,avani,,,,,,True,,,
7407196370253155615,2024-08-25T17:45:11,15,US,13000,102,101,589000,erm this pencil is taller than me 😀✏️🍎🤓,False,,avani,avani,,,,,,True,,,
7413849224246332703,2024-09-12T16:01:39,51,US,2083,21,56,57100,My go to skincare product for when I need to rebalance and revitalize my skin is my Aveeno Daily Moisturizing Cream 💕 It helps to instantly strengthen my skin’s moisture barrier from head to toe! 🥰@Aveeno_US @Aveeno Canada #Aveeno #AveenoPartner #ThePowerOfOat ,False,,avani,avani,,,,,,True,,,
7413817376141020447,2024-09-12T13:58:01,14,US,2827,21,76,39900,,False,,avani,avani,,,,,,True,,,
7411987872074468639,2024-09-07T15:38:40,12,US,131300,635,454,948500,"thank you, next.",False,,avani,avani,,,,,,True,,,
7411333104700280094,2024-09-05T21:17:45,16,US,13700,58,101,461800,new nails and i put them on in the car because THEY PRESS ONSSSS 😋 also my mom made them :) ( @ nailsxanisha on instagram),False,,avani,avani,,,,,,True,,,
7410848800794823966,2024-09-04T13:58:25,8,US,15300,75,66,467200,🤓,False,,avani,avani,,,,,,True,,,
7410622504437386526,2024-09-03T23:20:21,13,US,13800,54,50,428000,vegas GOODNIGHT,False,,avani,avani,,,,,,True,,,
7410510139851083038,2024-09-03T16:04:12,11,US,8943,43,88,366200,bye vegas ,False,,avani,avani,,,,,,True,,,
7409005277292268830,2024-08-30T14:44:44,9,US,15000,64,134,686100,,False,,avani,avani,,,,,,True,,,
7408203221992230174,2024-08-28T10:52:16,33,US,8109,134,209,708800,HEYDUDE! HEYDUDE! HEYDUDE! Loving my new @HeyDude x Beetlejuice collab shoes! #HEYDUDEPartner,False,,avani,avani,,,,,,True,,,
7407965619565464862,2024-08-27T19:30:18,9,US,24000,126,79,837100,noah i cant do this today 🙂‍↕️🙂‍↕️,False,,avani,avani,,,,,,True,,,
7407962743506029854,2024-08-27T19:19:08,14,US,33500,389,117,772900,🥱🥱🥱,False,,avani,avani,,,,,,True,,,
7407249644125818143,2024-08-25T21:11:58,15,US,738100,7003,1522,6800000,anyways,False,,avani,avani,,,,,,True,,,
7407228072606321951,2024-08-25T19:48:13,11,US,53900,436,200,1000000,i just be postin,False,,avani,avani,,,,,,True,,,
7407197837433261342,2024-08-25T17:50:50,15,US,99500,2141,456,1300000,oh how i love this dance 😭 DANCE CREDITS: @erica  !!!,False,,avani,avani,,,,,,True,,,
7407196370253155615,2024-08-25T17:45:11,15,US,13000,102,101,589000,erm this pencil is taller than me 😀✏️🍎🤓,False,,avani,avani,,,,,,True,,,
